TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
3893,species,corswi,avibase-avibase-7DBCF8E4,Costa Rican Swift,Chaetura fumosa,Apodiformes,Apodidae (Swifts),Swifts,
3894,species,leaswi1,avibase-avibase-0E688C13,Lesser Antillean Swift,Chaetura martinica,Apodiformes,Apodidae (Swifts),Swifts,
3895,species,parswi1,avibase-avibase-33352866,Pale-rumped Swift,Chaetura egregia,Apodiformes,Apodidae (Swifts),Swifts,
3896,species,chiswi,avibase-avibase-C3AD1AFF,Chimney Swift,Chaetura pelagica,Apodiformes,Apodidae (Swifts),Swifts,
3897,species,vauswi,avibase-avibase-1775ED98,Vaux's Swift,Chaetura vauxi,Apodiformes,Apodidae (Swifts),Swifts,
3898,issf,vauswi1,avibase-avibase-81040D12,Vaux's Swift (Vaux's),Chaetura vauxi vauxi,Apodiformes,Apodidae (Swifts),Swifts,vauswi
3899,issf,vauswi2,avibase-avibase-D82679CF,Vaux's Swift (Yucatan),Chaetura vauxi gaumeri,Apodiformes,Apodidae (Swifts),Swifts,vauswi
3900,issf,vauswi3,avibase-avibase-04405F0F,Vaux's Swift (Richmond's),Chaetura vauxi [richmondi Group],Apodiformes,Apodidae (Swifts),Swifts,vauswi
3904,issf,vauswi4,avibase-avibase-4C6991F4,Vaux's Swift (aphanes),Chaetura vauxi aphanes,Apodiformes,Apodidae (Swifts),Swifts,vauswi
3905,slash,y00321,avibase-avibase-C00580E9,Chimney/Vaux's Swift,Chaetura pelagica/vauxi,Apodiformes,Apodidae (Swifts),Swifts,
3906,species,chaswi2,avibase-avibase-3792D735,Chapman's Swift,Chaetura chapmani,Apodiformes,Apodidae (Swifts),Swifts,
3909,species,astswi1,avibase-avibase-B414537B,Ashy-tailed Swift,Chaetura andrei,Apodiformes,Apodidae (Swifts),Swifts,
3910,species,sicswi1,avibase-avibase-C2288064,Sick's Swift,Chaetura meridionalis,Apodiformes,Apodidae (Swifts),Swifts,
3911,species,shtswi1,avibase-avibase-5368983F,Short-tailed Swift,Chaetura brachyura,Apodiformes,Apodidae (Swifts),Swifts,
3912,issf,shtswi2,avibase-avibase-AA21E3A7,Short-tailed Swift (Short-tailed),Chaetura brachyura [brachyura Group],Apodiformes,Apodidae (Swifts),Swifts,shtswi1
3916,issf,shtswi3,avibase-avibase-AEDB244E,Short-tailed Swift (Tumbes),Chaetura brachyura ocypetes,Apodiformes,Apodidae (Swifts),Swifts,shtswi1
3917,spuh,chaetu,avibase-avibase-58CD39D9,Chaetura sp.,Chaetura sp.,Apodiformes,Apodidae (Swifts),Swifts,
3918,species,whtnee,avibase-avibase-EA55CA27,White-throated Needletail,Hirundapus caudacutus,Apodiformes,Apodidae (Swifts),Swifts,
3919,issf,whtnee1,avibase-avibase-95400F8C,White-throated Needletail (White-lored),Hirundapus caudacutus caudacutus,Apodiformes,Apodidae (Swifts),Swifts,whtnee
3920,issf,whtnee2,avibase-avibase-976BD321,White-throated Needletail (Himalayan),Hirundapus caudacutus nudipes,Apodiformes,Apodidae (Swifts),Swifts,whtnee
3921,species,sibnee1,avibase-avibase-E4875B29,Silver-backed Needletail,Hirundapus cochinchinensis,Apodiformes,Apodidae (Swifts),Swifts,
3925,species,brbnee1,avibase-avibase-468C27AD,Brown-backed Needletail,Hirundapus giganteus,Apodiformes,Apodidae (Swifts),Swifts,
3928,species,purnee1,avibase-avibase-0685479A,Purple Needletail,Hirundapus celebensis,Apodiformes,Apodidae (Swifts),Swifts,
3929,spuh,hirund1,avibase-avibase-6F980EBB,needletail sp.,Hirundapus sp.,Apodiformes,Apodidae (Swifts),Swifts,
3930,species,watswi1,avibase-avibase-18E79DA7,Waterfall Swift,Hydrochous gigas,Apodiformes,Apodidae (Swifts),Swifts,
3931,species,pygswi2,avibase-avibase-2BC9E234,Pygmy Swiftlet,Collocalia troglodytes,Apodiformes,Apodidae (Swifts),Swifts,
3932,species,cavswi3,avibase-avibase-2EF40362,Bornean Swiftlet,Collocalia dodgei,Apodiformes,Apodidae (Swifts),Swifts,
3933,species,chiswi1,avibase-avibase-48E1BFD0,Christmas Island Swiftlet,Collocalia natalis,Apodiformes,Apodidae (Swifts),Swifts,
3934,species,cavswi2,avibase-avibase-4BA9A5D1,Cave Swiftlet,Collocalia linchi,Apodiformes,Apodidae (Swifts),Swifts,
3938,species,pltswi1,avibase-avibase-5AF6B3D9,Plume-toed Swiftlet,Collocalia affinis,Apodiformes,Apodidae (Swifts),Swifts,
3944,slash,y01379,avibase-avibase-AFB4B31E,Bornean/Plume-toed Swiftlet,Collocalia dodgei/affinis,Apodiformes,Apodidae (Swifts),Swifts,
3945,species,gyrswi5,avibase-avibase-80265F80,Gray-rumped Swiftlet,Collocalia marginata,Apodiformes,Apodidae (Swifts),Swifts,
3948,species,ridswi1,avibase-avibase-415182DB,Ridgetop Swiftlet,Collocalia isonota,Apodiformes,Apodidae (Swifts),Swifts,
3951,slash,y01084,avibase-avibase-2E4307ED,Gray-rumped/Ridgetop Swiftlet,Collocalia marginata/isonota,Apodiformes,Apodidae (Swifts),Swifts,
3952,species,tenswi1,avibase-avibase-8E6A673A,Tenggara Swiftlet,Collocalia sumbawae,Apodiformes,Apodidae (Swifts),Swifts,
3955,species,draswi1,avibase-avibase-3BD2491C,Drab Swiftlet,Collocalia neglecta,Apodiformes,Apodidae (Swifts),Swifts,
3958,species,gloswi1,avibase-avibase-4603DB3F,Glossy Swiftlet,Collocalia esculenta,Apodiformes,Apodidae (Swifts),Swifts,
3976,slash,y01077,avibase-avibase-81428871,Drab/Glossy Swiftlet,Collocalia neglecta/esculenta,Apodiformes,Apodidae (Swifts),Swifts,
3977,species,satswi1,avibase-avibase-CB1DD39F,Satin Swiftlet,Collocalia uropygialis,Apodiformes,Apodidae (Swifts),Swifts,
3980,spuh,whbswi1,avibase-avibase-2B4817C3,white-bellied swiftlet sp.,Collocalia sp.,Apodiformes,Apodidae (Swifts),Swifts,
3981,species,seyswi1,avibase-avibase-C983661F,Seychelles Swiftlet,Aerodramus elaphrus,Apodiformes,Apodidae (Swifts),Swifts,
3982,species,masswi1,avibase-avibase-C831C041,Mascarene Swiftlet,Aerodramus francicus,Apodiformes,Apodidae (Swifts),Swifts,
3985,species,indswi1,avibase-avibase-F14B0031,Indian Swiftlet,Aerodramus unicolor,Apodiformes,Apodidae (Swifts),Swifts,
3986,species,molswi5,avibase-avibase-90683CCB,Moluccan Swiftlet,Aerodramus infuscatus,Apodiformes,Apodidae (Swifts),Swifts,
3990,species,phiswi1,avibase-avibase-E1E2B0EB,Philippine Swiftlet,Aerodramus mearnsi,Apodiformes,Apodidae (Swifts),Swifts,
3991,species,mouswi2,avibase-avibase-942DE41C,Mountain Swiftlet,Aerodramus hirundinaceus,Apodiformes,Apodidae (Swifts),Swifts,
3995,species,whrswi2,avibase-avibase-E1989B1D,White-rumped Swiftlet,Aerodramus spodiopygius,Apodiformes,Apodidae (Swifts),Swifts,
4007,species,ausswi1,avibase-avibase-CB433EED,Australian Swiftlet,Aerodramus terraereginae,Apodiformes,Apodidae (Swifts),Swifts,
4010,species,himswi2,avibase-avibase-2F1D27B4,Himalayan Swiftlet,Aerodramus brevirostris,Apodiformes,Apodidae (Swifts),Swifts,
4011,issf,himswi1,avibase-avibase-5AA06609,Himalayan Swiftlet (Himalayan),Aerodramus brevirostris brevirostris/innominatus,Apodiformes,Apodidae (Swifts),Swifts,himswi2
4014,issf,indswi2,avibase-avibase-11BAE843,Himalayan Swiftlet (Indochinese),Aerodramus brevirostris rogersi,Apodiformes,Apodidae (Swifts),Swifts,himswi2
4015,species,volswi1,avibase-avibase-F3417B87,Volcano Swiftlet,Aerodramus vulcanorum,Apodiformes,Apodidae (Swifts),Swifts,
4016,species,whiswi1,avibase-avibase-239F660C,Whitehead's Swiftlet,Aerodramus whiteheadi,Apodiformes,Apodidae (Swifts),Swifts,
4019,species,balswi1,avibase-avibase-31CA6790,Bare-legged Swiftlet,Aerodramus nuditarsus,Apodiformes,Apodidae (Swifts),Swifts,
4020,species,mayswi1,avibase-avibase-49FEFB24,Mayr's Swiftlet,Aerodramus orientalis,Apodiformes,Apodidae (Swifts),Swifts,
4023,species,palswi2,avibase-avibase-6F1B12CA,Ameline Swiftlet,Aerodramus amelis,Apodiformes,Apodidae (Swifts),Swifts,
4026,species,uniswi1,avibase-avibase-4ADF31A6,Uniform Swiftlet,Aerodramus vanikorensis,Apodiformes,Apodidae (Swifts),Swifts,
4039,species,monswi2,avibase-avibase-8630DD29,Mossy-nest Swiftlet,Aerodramus salangana,Apodiformes,Apodidae (Swifts),Swifts,
4044,species,palswi1,avibase-avibase-FF57D121,Palau Swiftlet,Aerodramus pelewensis,Apodiformes,Apodidae (Swifts),Swifts,
4045,species,marswi,avibase-avibase-F8E58F0F,Mariana Swiftlet,Aerodramus bartschi,Apodiformes,Apodidae (Swifts),Swifts,
4046,species,caiswi1,avibase-avibase-FEC866D0,Caroline Islands Swiftlet,Aerodramus inquietus,Apodiformes,Apodidae (Swifts),Swifts,
4050,species,atiswi1,avibase-avibase-C6C43CDC,Atiu Swiftlet,Aerodramus sawtelli,Apodiformes,Apodidae (Swifts),Swifts,
4051,species,polswi1,avibase-avibase-C5561B75,Tahiti Swiftlet,Aerodramus leucophaeus,Apodiformes,Apodidae (Swifts),Swifts,
4052,species,marswi2,avibase-avibase-E4A4B821,Marquesan Swiftlet,Aerodramus ocistus,Apodiformes,Apodidae (Swifts),Swifts,
4055,species,blnswi1,avibase-avibase-76179577,Black-nest Swiftlet,Aerodramus maximus,Apodiformes,Apodidae (Swifts),Swifts,
4059,species,y00731,avibase-avibase-FF38B8FB,White-nest Swiftlet,Aerodramus fuciphagus,Apodiformes,Apodidae (Swifts),Swifts,
4060,issf,gerswi1,avibase-avibase-842DAA43,White-nest Swiftlet (Germain's),Aerodramus fuciphagus germani/amechanus,Apodiformes,Apodidae (Swifts),Swifts,y00731
4063,issf,ednswi1,avibase-avibase-F9EE54D9,White-nest Swiftlet (White-nest),Aerodramus fuciphagus [fuciphagus Group],Apodiformes,Apodidae (Swifts),Swifts,y00731
4070,species,papswi1,avibase-avibase-10591B00,Three-toed Swiftlet,Aerodramus papuensis,Apodiformes,Apodidae (Swifts),Swifts,
4071,spuh,aerodr1,avibase-avibase-5478820A,dark swiftlet sp.,Aerodramus sp.,Apodiformes,Apodidae (Swifts),Swifts,
4072,spuh,swiftl1,avibase-avibase-1DC9E0E8,swiftlet sp.,Collocalia/Aerodramus sp.,Apodiformes,Apodidae (Swifts),Swifts,
4073,species,scaswi1,avibase-avibase-8439A6E7,Scarce Swift,Schoutedenapus myoptilus,Apodiformes,Apodidae (Swifts),Swifts,
4077,species,alpswi1,avibase-avibase-FA1CAD29,Alpine Swift,Tachymarptis melba,Apodiformes,Apodidae (Swifts),Swifts,
4088,species,motswi2,avibase-avibase-91429F78,Mottled Swift,Tachymarptis aequatorialis,Apodiformes,Apodidae (Swifts),Swifts,
4093,species,aleswi1,avibase-avibase-1C0A5AD9,Cape Verde Swift,Apus alexandri,Apodiformes,Apodidae (Swifts),Swifts,
4094,species,comswi,avibase-avibase-4E6EF3F9,Common Swift,Apus apus,Apodiformes,Apodidae (Swifts),Swifts,
4097,slash,y01231,avibase-avibase-7559B1E2,Cape Verde/Common Swift,Apus alexandri/apus,Apodiformes,Apodidae (Swifts),Swifts,
4098,species,plaswi1,avibase-avibase-59A5A24E,Plain Swift,Apus unicolor,Apodiformes,Apodidae (Swifts),Swifts,
4099,species,nyaswi1,avibase-avibase-2103011F,Nyanza Swift,Apus niansae,Apodiformes,Apodidae (Swifts),Swifts,
4102,species,palswi3,avibase-avibase-332BC664,Pallid Swift,Apus pallidus,Apodiformes,Apodidae (Swifts),Swifts,
4106,slash,y00732,avibase-avibase-DBACF9F8,Common/Pallid Swift,Apus apus/pallidus,Apodiformes,Apodidae (Swifts),Swifts,
4107,slash,y00860,avibase-avibase-7F0E15E3,Plain/Pallid Swift,Apus unicolor/pallidus,Apodiformes,Apodidae (Swifts),Swifts,
4108,species,afrswi1,avibase-avibase-DEE4829A,African Swift,Apus barbatus,Apodiformes,Apodidae (Swifts),Swifts,
4109,issf,afrswi2,avibase-avibase-8B5BD4F2,African Swift (Bioko),Apus barbatus sladeniae,Apodiformes,Apodidae (Swifts),Swifts,afrswi1
4110,issf,afrswi3,avibase-avibase-5086F50B,African Swift (African),Apus barbatus [barbatus Group],Apodiformes,Apodidae (Swifts),Swifts,afrswi1
4117,slash,y00370,avibase-avibase-E671E2D6,Common/African Swift,Apus apus/barbatus,Apodiformes,Apodidae (Swifts),Swifts,
4118,species,fowswi1,avibase-avibase-45D3FD5A,Forbes-Watson's Swift,Apus berliozi,Apodiformes,Apodidae (Swifts),Swifts,
4121,species,braswi1,avibase-avibase-11507BB3,Bradfield's Swift,Apus bradfieldi,Apodiformes,Apodidae (Swifts),Swifts,
4124,species,madswi1,avibase-avibase-20022FF9,Malagasy Swift,Apus balstoni,Apodiformes,Apodidae (Swifts),Swifts,
4127,species,fotswi,avibase-avibase-E23EBEFB,Pacific Swift,Apus pacificus,Apodiformes,Apodidae (Swifts),Swifts,
4130,species,saaswi1,avibase-avibase-E8B1998F,Salim Ali's Swift,Apus salimalii,Apodiformes,Apodidae (Swifts),Swifts,
4131,species,blyswi1,avibase-avibase-EB2DAF39,Blyth's Swift,Apus leuconyx,Apodiformes,Apodidae (Swifts),Swifts,
4132,species,cooswi1,avibase-avibase-AF4B00DC,Cook's Swift,Apus cooki,Apodiformes,Apodidae (Swifts),Swifts,
4133,slash,y00959,avibase-avibase-862C22A8,Pacific/Cook's Swift,Apus pacificus/cooki,Apodiformes,Apodidae (Swifts),Swifts,
4134,spuh,fotswi1,avibase-avibase-68E950E5,fork-tailed swift sp.,Apus pacificus/salimalii/leuconyx/cooki,Apodiformes,Apodidae (Swifts),Swifts,
4135,species,darswi1,avibase-avibase-2FAB9911,Dark-rumped Swift,Apus acuticauda,Apodiformes,Apodidae (Swifts),Swifts,
4136,species,litswi1,avibase-avibase-D209A90C,Little Swift,Apus affinis,Apodiformes,Apodidae (Swifts),Swifts,
4137,issf,litswi2,avibase-avibase-6B552CE9,Little Swift (Little),Apus affinis [affinis Group],Apodiformes,Apodidae (Swifts),Swifts,litswi1
4142,issf,litswi3,avibase-avibase-C0240117,Little Swift (Bannerman's),Apus affinis bannermani,Apodiformes,Apodidae (Swifts),Swifts,litswi1
4143,issf,litswi4,avibase-avibase-B2F1B315,Little Swift (Indian),Apus affinis singalensis,Apodiformes,Apodidae (Swifts),Swifts,litswi1
4144,species,houswi1,avibase-avibase-2A241F0C,House Swift,Apus nipalensis,Apodiformes,Apodidae (Swifts),Swifts,
4149,slash,y00960,avibase-avibase-4D28A0CD,Little/House Swift,Apus affinis/nipalensis,Apodiformes,Apodidae (Swifts),Swifts,
4150,species,horswi1,avibase-avibase-FF79A533,Horus Swift,Apus horus,Apodiformes,Apodidae (Swifts),Swifts,
4151,form,horswi2,avibase-avibase-BC4B1C57,Horus Swift (White-rumped),Apus horus (White-rumped),Apodiformes,Apodidae (Swifts),Swifts,horswi1
4152,form,horswi3,avibase-avibase-C1FBF841,Horus Swift (Brown-rumped),Apus horus (Brown-rumped),Apodiformes,Apodidae (Swifts),Swifts,horswi1
4153,species,whrswi1,avibase-avibase-FA9F6019,White-rumped Swift,Apus caffer,Apodiformes,Apodidae (Swifts),Swifts,
4154,hybrid,x01060,avibase-avibase-DD53E27C,Little x White-rumped Swift (hybrid),Apus affinis x caffer,Apodiformes,Apodidae (Swifts),Swifts,
4155,species,batswi1,avibase-avibase-16A54020,Bates's Swift,Apus batesi,Apodiformes,Apodidae (Swifts),Swifts,
4156,spuh,apus2,avibase-avibase-96B95C61,Apus sp.,Apus sp.,Apodiformes,Apodidae (Swifts),Swifts,
4157,spuh,apus1,avibase-avibase-14EF1335,Apus/Tachymarptis sp.,Apus/Tachymarptis sp.,Apodiformes,Apodidae (Swifts),Swifts,
4158,species,whtswi,avibase-avibase-B401C2DD,White-throated Swift,Aeronautes saxatalis,Apodiformes,Apodidae (Swifts),Swifts,
4161,species,whtswi1,avibase-avibase-A3093269,White-tipped Swift,Aeronautes montivagus,Apodiformes,Apodidae (Swifts),Swifts,
4164,species,andswi1,avibase-avibase-B9CF96D5,Andean Swift,Aeronautes andecolus,Apodiformes,Apodidae (Swifts),Swifts,
4168,slash,y00669,avibase-avibase-0120C4C6,White-tipped/Andean Swift,Aeronautes montivagus/andecolus,Apodiformes,Apodidae (Swifts),Swifts,
4169,species,lstswi1,avibase-avibase-9E39F33E,Lesser Swallow-tailed Swift,Panyptila cayennensis,Apodiformes,Apodidae (Swifts),Swifts,
4172,species,gstswi1,avibase-avibase-88679F12,Great Swallow-tailed Swift,Panyptila sanctihieronymi,Apodiformes,Apodidae (Swifts),Swifts,
4173,species,aspswi1,avibase-avibase-83C40F89,Asian Palm Swift,Cypsiurus balasiensis,Apodiformes,Apodidae (Swifts),Swifts,
4178,species,afpswi1,avibase-avibase-DA106373,African Palm Swift,Cypsiurus parvus,Apodiformes,Apodidae (Swifts),Swifts,
4185,species,malpas1,avibase-avibase-07AB7B3F,Malagasy Palm Swift,Cypsiurus gracilis,Apodiformes,Apodidae (Swifts),Swifts,
4186,issf,afrpas2,avibase-avibase-EC2B3C7F,Malagasy Palm Swift (Comoro),Cypsiurus gracilis griveaudi,Apodiformes,Apodidae (Swifts),Swifts,malpas1
4187,issf,afrpas3,avibase-avibase-C5EBBFDF,Malagasy Palm Swift (Madagascar),Cypsiurus gracilis gracilis,Apodiformes,Apodidae (Swifts),Swifts,malpas1
4188,species,anpswi,avibase-avibase-C2077AD8,Antillean Palm Swift,Tachornis phoenicobia,Apodiformes,Apodidae (Swifts),Swifts,
4191,species,pygswi1,avibase-avibase-F986369F,Pygmy Palm Swift,Tachornis furcata,Apodiformes,Apodidae (Swifts),Swifts,
4194,species,ftpswi1,avibase-avibase-F0D08AFF,Fork-tailed Palm Swift,Tachornis squamata,Apodiformes,Apodidae (Swifts),Swifts,
4197,spuh,larswi1,avibase-avibase-AE4F08C7,large swift sp.,Apodidae sp. (large swift sp.),Apodiformes,Apodidae (Swifts),Swifts,
4198,spuh,smaswi1,avibase-avibase-732238C2,small swift sp.,Apodidae sp. (small swift sp.),Apodiformes,Apodidae (Swifts),Swifts,
4199,spuh,swift1,avibase-avibase-F7D77F4A,swift sp.,Apodidae sp.,Apodiformes,Apodidae (Swifts),Swifts,
4201,species,cretre1,avibase-avibase-509C8FD4,Crested Treeswift,Hemiprocne coronata,Apodiformes,Hemiprocnidae (Treeswifts),Treeswifts,
4202,species,gyrtre1,avibase-avibase-9B8B422F,Gray-rumped Treeswift,Hemiprocne longipennis,Apodiformes,Hemiprocnidae (Treeswifts),Treeswifts,
4207,species,whitre1,avibase-avibase-76477B32,Whiskered Treeswift,Hemiprocne comata,Apodiformes,Hemiprocnidae (Treeswifts),Treeswifts,
4210,species,moutre1,avibase-avibase-C689BD7E,Moustached Treeswift,Hemiprocne mystacea,Apodiformes,Hemiprocnidae (Treeswifts),Treeswifts,
4217,spuh,treesw1,avibase-avibase-6D779ABD,treeswift sp.,Hemiprocne sp.,Apodiformes,Hemiprocnidae (Treeswifts),Treeswifts,
4219,species,critop1,avibase-avibase-9F291BC2,Crimson Topaz,Topaza pella,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4223,species,fietop1,avibase-avibase-66D9C57E,Fiery Topaz,Topaza pyra,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4226,slash,y00861,avibase-avibase-060690C5,Crimson/Fiery Topaz,Topaza pella/pyra,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4227,species,whnjac1,avibase-avibase-80DA0464,White-necked Jacobin,Florisuga mellivora,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4230,species,blkjac1,avibase-avibase-77B4C75D,Black Jacobin,Florisuga fusca,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4231,species,whtsic1,avibase-avibase-656474D9,White-tipped Sicklebill,Eutoxeres aquila,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4235,species,butsic1,avibase-avibase-198F8B56,Buff-tailed Sicklebill,Eutoxeres condamini,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4238,slash,y01339,avibase-avibase-8DD670EB,White-tipped/Buff-tailed Sicklebill,Eutoxeres aquila/condamini,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4239,species,sabher1,avibase-avibase-4CAAC972,Saw-billed Hermit,Ramphodon naevius,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4240,species,hobher2,avibase-avibase-3593CF6A,Hook-billed Hermit,Glaucis dohrnii,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4241,species,broher,avibase-avibase-2ABFB40A,Bronzy Hermit,Glaucis aeneus,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4242,species,rubher,avibase-avibase-2486FC78,Rufous-breasted Hermit,Glaucis hirsutus,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4245,species,batbar1,avibase-avibase-DDCF894E,Band-tailed Barbthroat,Threnetes ruckeri,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4249,species,patbar1,avibase-avibase-488FDA28,Pale-tailed Barbthroat,Threnetes leucurus,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4254,species,soobar1,avibase-avibase-2CF064E4,Sooty Barbthroat,Threnetes niger,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4255,issf,soobar3,avibase-avibase-CA38910C,Sooty Barbthroat (Amapa),Threnetes niger loehkeni,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,soobar1
4256,issf,soobar4,avibase-avibase-3F803B53,Sooty Barbthroat (French Guiana),Threnetes niger niger,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,soobar1
4257,species,brther2,avibase-avibase-0475490E,Broad-tipped Hermit,Anopetia gounellei,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4258,species,whbher1,avibase-avibase-2FA996CE,White-bearded Hermit,Phaethornis hispidus,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4259,species,whwher1,avibase-avibase-0D34BFF1,White-whiskered Hermit,Phaethornis yaruqui,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4260,species,greher1,avibase-avibase-5C47DAE8,Green Hermit,Phaethornis guy,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4265,species,tabher1,avibase-avibase-F8E58273,Tawny-bellied Hermit,Phaethornis syrmatophorus,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4268,species,koeher1,avibase-avibase-EB1D2D33,Koepcke's Hermit,Phaethornis koepckeae,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4269,species,nebher1,avibase-avibase-ACCDFD22,Needle-billed Hermit,Phaethornis philippii,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4270,species,stbher1,avibase-avibase-D666062A,Straight-billed Hermit,Phaethornis bourcieri,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,
4271,issf,stbher2,avibase-avibase-11E72742,Straight-billed Hermit (bourcieri),Phaethornis bourcieri bourcieri,Apodiformes,Trochilidae (Hummingbirds),Hummingbirds,stbher1
